"","fighter","attack_type","attack_name","damage_raw","description"
"2116","Inkling","Forward tilt","","9%","Swings the Splattershot downward. It has average knockback and range, and can KO at very high percentages."
"2117","Inkling","Up tilt","","6%","A bicycle kick. Can combo into itself up to three times at 0% or twice at low percents, and into aerials at higher percents. Despite its animation, it has blind spots directly beside Inkling, and is unable to hit prone opponents."
"2118","Inkling","Down tilt","","3% (hit 1), 6% (hit 2)","A windmill. Hits twice, and can KO at high percents, low-profile certain moves, and hit most ledge hangs."
"2119","Inkling","Dash attack","","8% (clean), 6% (late)","An elbow smash. Good as a burst option or punish option, although it struggles to KO even at very high percents."
"2120","Inkling","Forward smash","Inkbrush","16% (ink, Inkbrush), 14% (ink, handle), 12% (no ink)","Swings an Inkbrush outward, which covers opponents in ink. Has a sweetspot at the brush's tip. The hitbox does not cover the splatter of paint from the Inkbrush. KOs at 90% at the edge of Final Destination (with ink available), making for a very potent kill move, especially with its disjoint."
"2121","Inkling","Up smash","Blaster","4% (hit 1), 15% (hit 2, ink, center), 10% (hit 2, ink, outer) 10% (hit 2, no ink, center) 6% (hit 2, no ink, outer)","Fires a Blaster upward, which covers opponents in ink. There is a hitbox next to the Inkling that launches the enemy into the air before the shot goes off, setting the enemy up for the attack; this hitbox can even pick up prone or buried opponents. KOs at 116% on Final Destination (with ink available)."
"2122","Inkling","Down smash","Slosher","12.5% (hit 1, ink, close), 7% (hit 1, ink, far), 11% (hit 2, ink, close), 6% (hit 2, ink, far),  10% (hit 1, no ink, close), 5% (hit 1, no ink, far), 9% (hit 2, no ink, close), 4% (hit 2, no ink, far)","Empties out a Slosher forward and then backward, which covers opponents in ink. The back hit deals less damage and knockback. The first hit KOs at 104% on Final Destination (with ink available). Useful for roll reads, for reading ledge options, or against ledge hangs."
"2123","Inkling","Neutral aerial","","7%","An aerial headspin. Despite its appearance, it has no lasting hitbox, and the move only covers Inkling's legs. Can combo into jab, grab, tilts, or back aerial. Can be used twice or followed by back aerial in a single short hop."
"2124","Inkling","Forward aerial","","12% (feet), 10% (legs), 7% (late)","A dropkick. Has some startup and acts as a sex kick. When sweetspotted, it is one of Inkling's most reliable aerial KO moves. KOs at 136% at the edge of Final Destination."
"2125","Inkling","Back aerial","","10% (nozzle), 7.5% (handle)","Swings the Splattershot backward. The move sports one of the larger disjointed hitboxes in Inkling's moveset, and its low landing and ending lag makes it one of the Inkling's safest moves for approaching and spacing. Is capable of a pseudo-wall of pain in certain situations. One of Inkling's best edgeguarding options due to its good knockback and frame data."
"2126","Inkling","Up aerial","","4.5% (hit 1), 6.5% (hit 2)","A 540 kick. The first hit has set knockback and uses the autolink angle, allowing it to set up into tilts, jab, or grab. The second hit has strong knockback at higher percents, making for a decent KO option. The animation is misleading, as the attack does not extend much horizontally."
"2127","Inkling","Down aerial","","12% (nozzle), 10% (handle)","Briefly rears back before swinging the Splattershot downward. The sweetspot is at the Splattershot's nozzle and will meteor smash, while the sourspot deals strong horizontal knockback."
"2128","Inkling","Grab","","—","Reaches out with the free hand."
"2129","Inkling","Pummel","","1.2%","Stomps on the opponent's foot."
"2130","Inkling","Forward throw","","5% (hit 1, ink), 3% (hit 2)","Fires the Splattershot at point-blank range. Hits twice, with the second hit covering the opponent in ink. Without ink, the first hit deals no damage. Has very weak knockback and will never KO, even at Sudden Death percents. The collateral hit has set knockback and will not KO even at 999%, making it near useless in doubles."
"2131","Inkling","Back throw","","9%","Transforms into squid form, then spins and uses the tentacles to toss the opponent behind. Inkling's best kill throw, KOing at 129% at the edge of Final Destination."
"2132","Inkling","Up throw","","3% (hit 1), 3% (hit 2)","Tosses the opponent upward, then turns into squid form to headbutt them from below. Sends the opponent directly upwards. Can combo reliably into neutral aerial and up aerial at low to mid percents, and at higher percents up aerial can kill out of up throw."
"2133","Inkling","Down throw","","7%","Slams the opponent head-first into the ground with one hand. Sends the opponent in front, allowing it to combo into tilts or jab depending on the opponent. KOs off the top blastzone at 209% on Final Destination."
"2134","Inkling","Floor attack (front)","","7%","Shoots the Splattershot on both sides of the Inkling. Despite its appearance, the move does not apply ink to opponents."
"2135","Inkling","Floor attack (back)","","7%","Shoots the Splattershot on both sides of the Inkling. Despite its appearance, the move does not apply ink to opponents."
"2136","Inkling","Floor attack (trip)","","5%","Shoots the Splattershot on both sides of the Inkling. Despite its appearance, the move does not apply ink to opponents."
"2137","Inkling","Edge attack","","9%","Swings the Splattershot forward."
"2138","Inkling","Neutral special","Splattershot","0.3% (above Ink Tank line), 0.2% (below Ink Tank line), 0.1% (almost empty)","Rapidly fires the Splattershot, which covers opponents in ink at a fast pace. Only causes hitstun at very close range (3 character lengths), and slowly pushes opponents back at any further distance. Due to its high fire rate, it can lock opponents in shieldstun. Can be angled up and down, but the projectiles disappear after a set distance.  If the Ink Tank goes below the labeled line, both the projectiles and the close-range hitbox will shorten and lose damage. If this move is used without any ink, the Inkling will begin charging ink."
"2139","Inkling","Side special","Splat Roller","11% (grounded, ink), 2%-3% (moving after Ink Tank is empty)","Wields a Roller and begins to slide it forward. The Roller spreads ink across the floor, with inked surfaces slowing opponents down. If Inkling and the opponent are grounded, it will bury them and cover them in ink, allowing for followups. The damage, bury duration and ink applied are determined by how fast Inkling is moving. If the target is already buried, Inkling is airborne, or the Roller is moving too slow, it will apply ink but knock the opponent upward instead of burying them. If the opponent is airborne, the Roller will not hit them. After rolling for a set distance, Inkling can cancel the move with the special or attack button, jump out of the animation, turn around by pressing back, or maintain her speed by holding forward. Otherwise the move will slow down until it no longer deals damage. In the air, the Roller can only be used once before landing, but jumping out of the move does not use a double jump, allowing it to extend Inkling's recovery. If Roller is started without ink, the Inkling will slowly walk forward with a dejected look, and cannot speed up or deal damage. If Inkling runs out of ink mid-Roller, the attack will deal damage if it is still traveling fast enough, but will not bury or apply ink. The Splat Roller is core to Inkling's KO setups and neutral game, and is primarily used to finish off opponents at higher percents with a smash attack."
"2140","Inkling","Up special","Super Jump","8% (close), 6% (far), 8% (landing)","Performs a Super Jump. The move deals minor damage and knockback on startup, and also when Inkling lands, giving it some safety. It rises very high into the air, and can be angled left or right. However, the move is somewhat linear, the initial hitbox lasts only a few frames, the rising and falling animations do not deal damage, and if Inkling does not grab the ledge, the landing animation can be punished."
"2141","Inkling","Down special","Splat Bomb","9.4%-15%","Throws a Splat Bomb, which explodes on contact or after a fixed time, covering opponents in ink. The damage and amount of ink applied increase based on how long the player holds the special button. This also controls the bomb's trajectory: a toss upward if uncharged, or a long-distance fling forward if fully charged. If used uncharged, the Splat Bomb takes a short delay after contact with an enemy before exploding. Has multiple uses, including edgeguarding, setting traps, or KOing at high percents. If this move is used without any ink, the Inkling will begin charging ink. If the Ink Tank is not empty but is below the labeled meter, the Inkling will be incapable of throwing a Splat Bomb, and will instead look back at the Ink Tank, leaving Inkling open for attack. When fully charged, it KOs at 143% at the edge of Final Destination."
"2142","Inkling","Final Smash","Killer Wail","1% (hits 1-32), 8% (hit 33)","Wields the Killer Wail to emit a stream of damaging sound waves, which after a short period of time, are replaced with ink. Although the sound waves can be angled similarly to Phazon Laser and Aura Storm, the player also retains full control of Inkling while it is active. The looping hits cover opponents in ink, but only the final hit has KO potential, KOing at around 60%."
"2143","Ken","Neutral attack","Inazuma Kick[2] (held, far)","1.5% (hits 1 and 2)","Tapped: A jab, followed by a short straight-punch, followed by a hook. The second hit is based on Ken's Street Fighter III close medium punch. The first and second hits can be special-canceled, and are also able to lock.
Held (far): Ken performs his Inazuma Kick: a double-hitting axe kick. It is somewhat hard to land both hits, as the range tends to overlap with his close variant. This move causes Ken to slightly move forward, and deals a good amount of shield damage; coupled with its ability to be followed up from Ken's unique roundhouse kicks, it is useful for shield pressure. Cannot be special-cancelled.
Held (close): An uppercut similar to his held up tilt, but with significantly different properties, doing virtually no knockback and being special-cancellable. This makes it extremely potent for combos, reliably cancelling into Shoryuken even at high percents."
"2144","Ken","Neutral attack","Inazuma Kick[2] (held, far)","5%","Tapped: A jab, followed by a short straight-punch, followed by a hook. The second hit is based on Ken's Street Fighter III close medium punch. The first and second hits can be special-canceled, and are also able to lock.
Held (far): Ken performs his Inazuma Kick: a double-hitting axe kick. It is somewhat hard to land both hits, as the range tends to overlap with his close variant. This move causes Ken to slightly move forward, and deals a good amount of shield damage; coupled with its ability to be followed up from Ken's unique roundhouse kicks, it is useful for shield pressure. Cannot be special-cancelled.
Held (close): An uppercut similar to his held up tilt, but with significantly different properties, doing virtually no knockback and being special-cancellable. This makes it extremely potent for combos, reliably cancelling into Shoryuken even at high percents."
"2145","Ken","Neutral attack","Inazuma Kick[2] (held, far)","6% (hits 1 and 2, held, far)","Tapped: A jab, followed by a short straight-punch, followed by a hook. The second hit is based on Ken's Street Fighter III close medium punch. The first and second hits can be special-canceled, and are also able to lock.
Held (far): Ken performs his Inazuma Kick: a double-hitting axe kick. It is somewhat hard to land both hits, as the range tends to overlap with his close variant. This move causes Ken to slightly move forward, and deals a good amount of shield damage; coupled with its ability to be followed up from Ken's unique roundhouse kicks, it is useful for shield pressure. Cannot be special-cancelled.
Held (close): An uppercut similar to his held up tilt, but with significantly different properties, doing virtually no knockback and being special-cancellable. This makes it extremely potent for combos, reliably cancelling into Shoryuken even at high percents."
"2146","Ken","Neutral attack","Inazuma Kick[2] (held, far)","12% (held, close)","Tapped: A jab, followed by a short straight-punch, followed by a hook. The second hit is based on Ken's Street Fighter III close medium punch. The first and second hits can be special-canceled, and are also able to lock.
Held (far): Ken performs his Inazuma Kick: a double-hitting axe kick. It is somewhat hard to land both hits, as the range tends to overlap with his close variant. This move causes Ken to slightly move forward, and deals a good amount of shield damage; coupled with its ability to be followed up from Ken's unique roundhouse kicks, it is useful for shield pressure. Cannot be special-cancelled.
Held (close): An uppercut similar to his held up tilt, but with significantly different properties, doing virtually no knockback and being special-cancellable. This makes it extremely potent for combos, reliably cancelling into Shoryuken even at high percents."
"2147","Ken","Forward tilt","","6.8% (tapped, far), 6% (tapped, close), 5% (arm), 10% (fist)","Tapped (far): The tsumasaki geri[3], a kick used in Karate. It launches the opponent diagonally upward. As with Ryu, it is good for following with a dash attack or forward aerial at low percents, and grants intangibility on his leg from frames 7-12. Cannot be special-cancelled.Tapped (close): An inward hook. Like with Ryu, the move causes the opponent to slightly shift towards Ken. The only purpose of this move is to initiate combos.Held: A straight with his left or right arm. While it is faster and deals more damage that Ryu's Collarbone Breaker, it has less range and far less shield damage. It is based on his far standing medium punch. Cannot be special-cancelled."
"2148","Ken","Up tilt","","2% (tapped), 12% (held)","Tapped: The sok ngat[4], an uppercut-style elbow strike used in Muay Thai. Identical to Ryu's version.Held: An uppercut. As with Ryu, it grants his upper body intangibility from frames 4-10, making it a surprisingly effective anti-air attack and KO move."
"2149","Ken","Down tilt","Light Ankle Kick (tapped)Heavy Ankle Kick (held)","1.6% (tapped); 7% (leg, held), 5.5% (foot, held)","Tapped: A crouching, Hapkido-style shin kick. As with Ryu, it can be repeated as fast as the player can press. Any prone opponents will be lightly launched back onto their feet, allowing for longer combo strings.Held: A lunging, Hapkido-style shin kick. As with Ryu, Ken's Shoryuken combos well from this attack."
"2150","Ken","Dash attack","","12% (clean), 8% (late)","A flying kick. Identical to Ryu's version."
"2151","Ken","Forward smash","","16% (foot), 12% (leg)","A roundhouse kick. Unlike Ryu's forward smash, it has less range, and doesn't move him forward as much. It also has slightly less base knockback. Based on his standing heavy kick introduced in Super Street Fighter II Turbo. Can cancel into his Final Smash upon hit."
"2152","Ken","Up smash","","17% (clean), 13.5% (late)","Squats and then rises up to throw an uppercut. Makes his hurtbox smaller while attacking, making this a good anti-air attack. Grants intangibility on frames 3-6. Identical to Ryu's version."
"2153","Ken","Down smash","","16%","A legsweep. Identical to Ryu's version."
"2154","Ken","Neutral aerial","","8% (clean, bent leg), 6.5% (clean, leg/ late, bent leg), 4% (late)","A downward angled kick. While weaker than Ryu's neutral aerial, the move has increased range. The strongest hitbox is at Ken's bent leg. Hitting with it will also cause the opponent to slightly shift towards Ken, much like his close, tapped forward tilt. At mid percents, hitting clean with his bent leg will cause anyone behind Ken to move in front of him, allowing for combos into his special moves. It is based on his diagonal jumping medium kick in SFII."
"2155","Ken","Forward aerial","","14% (clean sweetspot), 12% (late sweetspot), 9% (clean sourspot), 8% (late sourspot)","A flying kick. Similar to Ryu's version, though Ken's clean and weak sweetspots deal slightly less damage."
"2156","Ken","Back aerial","","16% (leg), 13% (foot)","An outside crescent kick. Since Ken always faces his opponent in one-on-one matches, one must perform a reverse aerial rush in order to use it for edge-guarding."
"2157","Ken","Up aerial","","6.5%","A kick straight upwards. Unlike Ryu's up aerial, it only hits once. Can cancel into any of his special moves upon hit. Based off of his neutral jumping light kick."
"2158","Ken","Down aerial","","12% (grounded opponent), 15% (aerial opponent sweetspot), 11% (aerial opponent sourspot)","A downward angled cross. Identical to Ryu's."
"2159","Ken","Grab","","—","Reaches out."
"2160","Ken","Pummel","","1.3%","A knee strike while holding the opponent in the collar-and-elbow position. It is based on his Tsukami Hizageri (<U+3064><U+304B><U+307F><U+819D><U+8E74><U+308A>, ""Grasping Knee Kick"") throw in the Street Fighter Alpha/Zero games."
"2161","Ken","Forward throw","","9%","The seoi nage[5], a Judo throw. Identical to Ryu's."
"2162","Ken","Back throw","Hell Wheel","12%","Ken performs a tomoe nage[6]. However, when he lands on his back, he uses his free foot to spring him and his opponent off the ground. He then uses the momentum from the first roll to toss them away after landing a second time on his back, thus causing him to roll backward a total of two times. This allows him to cover more distance and move closer to the edge of stages from farther away."
"2163","Ken","Up throw","","8% (throw), 15% (kick)","A stretch kick transitioned into an axe kick. Identical to Ryu's version."
"2164","Ken","Down throw","","3% (hit; throw)","Pins the opponent to the ground and performs a knifehand strike, much like Ryu. Deals less damage."
"2165","Ken","Floor attack (front)","","7%","Kicks behind himself and then in front of himself before getting up."
"2166","Ken","Floor attack (back)","","7%","Kicks around himself before getting up."
"2167","Ken","Floor attack (trip)","","5%","Kicks behind himself and then in front of himself before getting up."
"2168","Ken","Edge attack","","10%","Performs a crouching shin kick while climbing up."
"2169","Ken","Neutral special","Hadoken","4.5%, 5%, 5.5% (Standard), 5.6%, 6.2%, 6.8% (Input)","Quickly cups his hands to his side and then thrusts them forward to launch a blue ki blast from his cupped hands that deals low damage and knockback, and may cause tripping at low percents. As in the original games, Ken's Hadoken is weaker than Ryu's version. Since Ken does not have access to Shakunetsu Hadoken, he can only do two versions of the move: a small blue Hadoken (special button only), and a minutely stronger and larger inputted Hadoken (<U+2193> <U+2198> <U+2192> + attack/special). Combos well out of his tapped tilt attacks and aerials, and is mainly used to rack up damage due to its low damage outputs, knockback and slow speed. Both variants can cancel into his Final Smash. Like in the original Street Fighter II, Ken's Hadoken contains an image of his hands."
"2170","Ken","Side special","Tatsumaki Senpukyaku","3% (Standard, ground, hits 1 - 4), 3.4% (Input, ground, hits 1 - 4), 3% (Standard, midair, hit 1), 2% (Standard, midair, hits 2 - 4), 3.4% (Input, midair, hit 1), 2.3% (Input, midair, hits 2 - 4)","A jumping, spinning crescent kick. Unlike Ryu's version of the move, Ken's version hits multiple times, has less endlag, and doesn't grant intangibility on his leg. Also, Ken will announce the move by name whether he uses the input or not (Ryu only announces the move if it was performed via input). If all hits connect, it can deal more damage than Ryu's version. The multi-hits can also drag opponents offstage at low percents, making it effective against characters with poor recoveries. However, Ken's Tatsumaki Senpukyaku deals significantly less knockback than Ryu's, repurposing the move from a KOing option into a combo starter and combo extender. Any of the hits can be canceled into his Final Smash."
"2171","Ken","Up special","Shoryuken","13% (Standard ground, fast tap), 8%/6% (Standard ground, mid-fast tap; hits 1/hit 2), 15.6% (Input ground, fast tap), 9.6%/7.2% (Input ground, mid-fast tap; hits 1/2), 2.2%/8%/6.5% (Heavy, Standard ground; hits 1/2/3), 2.6%/9.6%/7.8% (Heavy, Input ground; hits 1/2/3)","A leaping uppercut. Ken's Shoryuken deals less knockback than Ryu's equivalent and hits at a slightly more horizontal angle. However, it deals more damage and has powerful hitboxes throughout the move (in contrast to Ryu's Shoryuken, which loses strength the longer it is out). Shoryuken can also drag enemies upwards, letting it kill earlier when close to the top. Depending on how long the button is pressed, Ken's Shoryuken will hit a different amount of times: tapping the button fast causes it to hit once, tapping the button at a mid-fast speed causes it to hit twice, and holding the button performs Heavy Shoryuken: a flaming Shoryuken that hits 3 times. Can cancel into his Final Smash."
"2172","Ken","Down special","Focus Attack","12% (Level 1), 10% (Level 2), 17% (Level 3)","Similar to Ryu's version, version, but with a spinning kick instead of a punch. Additionally, the uncharged version on grounded and aerial opponents, as well as the semi-charged and fully-charged versions on aerial opponents, launch opponents at a lower angle."
"2173","Ken","Final Smash","Shippu Jinraikyaku / Shinryuken","1.2% (hits 1 - 13), 13% (hit 14), 1% (initial hit), 3.2% (hits 1 - 4), 4% (hit 5), 4.3% (hits 6 - 10), 7% (hit 11)","Ken's Final Smash varies depending on range. At point-blank range, Ken traps the opponent with Shippu Jinraikyaku, a furious series of kicks, followed by devastating series of hurricane kicks. At any other range, Ken performs the Shinryuken, an uppercut which produces a giant pillar of fire with immense vertical range."
"2174","Simon","Neutral attack","","2%","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Simon to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Simon will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Simon's fastest option up close.
If the attack button is held down instead, Simon will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on his Whip Twirl from Super Castlevania IV, and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2175","Simon","Neutral attack","","2%","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Simon to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Simon will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Simon's fastest option up close.
If the attack button is held down instead, Simon will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on his Whip Twirl from Super Castlevania IV, and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2176","Simon","Neutral attack","","1.5% (spiked ball), 1% (chain)","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Simon to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Simon will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Simon's fastest option up close.
If the attack button is held down instead, Simon will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on his Whip Twirl from Super Castlevania IV, and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2177","Simon","Neutral attack","","0.5% (loop), 2.5% (end)","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Simon to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Simon will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Simon's fastest option up close.
If the attack button is held down instead, Simon will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on his Whip Twirl from Super Castlevania IV, and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2178","Simon","Forward tilt","","12% (spiked ball), 10% (chain)","Simon's iconic whip strike, first introduced in the original Castlevania. It has high range for its speed, comes out on frame 12 and has low ending lag. This makes it useful for general spacing. However, only the initial whip lash deals damage, and opponents can crouch under it. The tip of the chain deals more damage, and can KO at around 120% at the edge of Final Destination. If the attack button is held, Simon will transition into the Whip Twirl, identical to his neutral attack."
"2179","Simon","Up tilt","","10% (whip), 2% (close)","A quick whip twirl in a lasso-like fashion that covers above his head. The earliest hitbox starts slightly above Simon's face, and moves left and right once. Provides excellent coverage above Simon, granting it good pressuring capabilities against aerial opponents. It can also potentially chain into itself more than once at low percents and can KO at very high percents. However, it has no grounded hitboxes beside him whatsoever, making it risky against grounded opponents. The move also has a very weak hitbox when the chain first comes out, though it has no typical use."
"2180","Simon","Down tilt","Sliding","5% (hit 1), 7% (hit 2), 3.5% (hit 2, late)","A slide kick based on Richter Belmont's Slide and Jumping Slide from Castlevania: Symphony of the Night. The first hit is incapable of KOing even at 999%, but if the button is pressed again, Simon does a jumping kick that carries his momentum, comboing from the first hit. The jump deals less damage late, and is capable of jumping off platforms and edges. The first hit allows Simon to slide under projectiles or high hitboxes. The second hit can KO beginning at 140% from the edge of Final Destination."
"2181","Simon","Dash attack","Tackle","1.7% (hits 1-5), 3.5% (end)","A dashing attack while twirling the Vampire Killer beside himself. Based on Richter Belmont's Blade Dash from Symphony of the Night. The dash covers half of Final Destination. Capable of destroying weak projectiles, but extremely damaged opponents may be knocked out before the final hit. This move is also one of a handful of attacks that can cross-up in Ultimate."
"2182","Simon","Forward smash","","18% (spiked ball), 16% (chain), 14% (chain, close)","Rears back before performing a long-ranged whip crack while taking a step forward. Can be angled. Has tremendous reach, being the longest non-projectile forward smash in the game (outperforming Corrin, Mii Gunner, and Shulk). Deals the most damage at the tip of the chain, and less when up close. The sweetspot can KO as early as 57% from the edge of Final Destination, and if fully charged, can KO as early as 30% on lighter characters. It is safe on shield when sweetspotted due to its sheer distance, and deals respectable damage to shields. The rest of the move is punishable on shield due to its high lag overall, and opponents can crouch under the chain. If angled down, the sweetspot can hit ledge hanging opponents."
"2183","Simon","Up smash","","16% (spiked ball), 14% (chain)","A vertical whip crack. It has immense vertical range, being able to reach as high as the top platform of Battlefield, but its hitbox is strictly vertical, incapable of hitting anyone directly beside Simon or the chain, even if the opponent is practically touching him. The hitbox is also very narrow, making positioning important. Due to its high ending lag, this makes the move suited solely for aerial targets. While hard to hit, the sweetspot has extreme power, KOing as early as 67% on Final Destination. It can combo from up throw at 0-30%, though opponents can DI away from this."
"2184","Simon","Down smash","","16% (spiked ball), 14% (chain), 12% (chain, close)","Drags the Vampire Killer across the ground from forward to back. Impressive overall range like his other smash attacks, and also deals less damage up close in a similar fashion. Both hits do the same amount of damage, with the first hit being rather fast. The sweetspot KOs as early as 85% from the edge of Final Destination. If not sweetspotted, the move is punishable."
"2185","Simon","Neutral aerial","","1% (hits 1-6), 4% (end)","Twirls the Vampire Killer around his body. Lacks the range of his usual moves, but deals multiple hits and can protect Simon from being pursued aerially. Has slightly deceptive range due to the twirling graphic, and only covers one character length around him. It has great combo potential, with the looping hits sending at the autolink angle, allowing a falling neutral aerial to combo into a grab, forward tilt, neutral attack, or several other moves. Can autocancel in a short hop."
"2186","Simon","Forward aerial","","12% (spiked ball), 10% (chain), 2% (body)","Rears back and performs a long-ranged whip crack. It can be angled slightly upward and downward at roughly a 20 degree angle; if angled down, the move can hit grounded opponents. Excellent range, allowing it to hit distant targets easily. However, the hitboxes are slim and have a short duration, while the move has some startup, requiring precise use. Has low ending lag, allowing Simon to double jump and perform another aerial if done from a short hop. Also can be used as a tether recovery, which is useful as Simon has no horizontal recovery options otherwise. The sweetspot can KO from 125% at the edge of Final Destination."
"2187","Simon","Back aerial","","12% (spiked ball), 10% (chain), 2% (body)","Rears back and performs a long-ranged whip crack behind himself. Identical damage, properties and usage as forward aerial, and can also be aimed up and down. Like forward aerial, Simon can double jump and perform another aerial if done from a short hop, and it also acts as a tether recovery. Has more knockback growth despite the similar damage, with the sweetspot KOing from 110% at the edge of Final Destination."
"2188","Simon","Up aerial","","12% (spiked ball), 10% (chain), 2% (body)","Rears back and performs a long-ranged whip crack directly above him. Functionally identical to forward and back aerials in all aspects apart from attack direction and the inability to be angled. Like forward and up aerials, Simon can double jump and perform another aerial if done from a short hop, and it also acts as a tether recovery, covering around the same distance as Uppercut. The sweetspot KOs from 100% while in the air."
"2189","Simon","Down aerial","Jump Kick","12%, 7% (late)","A stall-then-fall divekick, based on the ability both Simon and Richter can obtain in Castlevania: Harmony of Despair. Goes downward at a diagonal angle, with the first two frames being a meteor smash. If hit, Simon will bounce back with a flourish, which can combo into other attacks: the early hit easily combos into forward or back aerials at medium percents, Uppercut at 100% or above as a KO combo, or even into itself at low percents. However, its dangerous to use offstage, since Simon's recovery is very poor and the duration of the move will most likely lead to a self-destruct if used carelessly"
"2190","Simon","Grab","","—","Reaches with his left arm. Notably, while Simon can use his whip as a tether recovery, he does not use it to grab opponents."
"2191","Simon","Pummel","","1.2%","Hits the opponent with his knee. Average speed and damage."
"2192","Simon","Forward throw","","7%","Spins once and flings the opponent forward. If the opponent misses a tech, it can be followed up with forward smash, forward tilt or dash attack at 0%. Tech rolls can be caught with Axe. Simon's strongest throw, capable of KO'ing from 125% at the edge of Final Destination."
"2193","Simon","Back throw","","7%","Flings the opponent backwards with both arms. Has the same combos as forward throw, but it is weaker for KOing, as it does so from 145% at the edge of Final Destination."
"2194","Simon","Up throw","","6% (hit 1), 4% (hit 2)","Heaves the opponent into the air before lashing at them with the Vampire Killer. One of Simon's most useful throws due to its setup ability and damage, being the most damaging throw in his moveset. Can initiate combos at 0% such as into up smash, the later hitboxes of Uppercut, or start aerial juggles. At higher percents, it can set up into up aerial for a KO, though opponents can DI this."
"2195","Simon","Down throw","","8%","A chokeslam. Like forward and back throws, it can follow up with forward smash or forward tilt at 0%, or cover tech rolls with Axe. Can also lead into a second hit of a down tilt at low percents."
"2196","Simon","Floor attack (front)","","7%","Kicks behind, then in front of himself."
"2197","Simon","Floor attack (back)","","7%","Kicks behind, then in front of himself."
"2198","Simon","Floor attack (trip)","","5%","Kicks behind, then in front of himself."
"2199","Simon","Edge attack","","9%","Kicks forward while getting up."
"2200","Simon","Neutral special","Axe","15%","Throws an axe projectile that travels at a high parabolic arc. The angle can be changed by holding forward or back before throwing. Simon's aerial momentum is stopped once he throws the axe. Extremely high startup lag, with the axe's angle making it ineffective to use conventionally. However, it deals high damage and knockback while also going through solid terrain, giving it powerful edgeguarding capabilities. Its high freeze frames also give it a useful, albeit very limited followup ability. The axe can KO grounded opponents from 140% on Final Destination."
"2201","Simon","Side special","Cross","6%, 8% (smash thrown), 5% (returning)","Flings a silver cross projectile that functions similarly to Boomerang, including the ability to be smash-thrown to fly further and deal more damage. Unlike Boomerang, the Cross makes no attempt to return to Simon, and only flies straight forward and back. The Cross reaches the edge of Final Destination if thrown from the middle, and will travel to the other edge if left uncaught. Only one Cross can be out, and Simon can catch it upon returning. This is generally Simon's main stage-control tool to interrupt approaches and initiate combos. Simon may occasionally say ""Begone!"""
"2202","Simon","Up special","Uppercut","2% (hit 1), 1.5% (hit 2-5), 6% (hit 6)","A rising uppercut with the Vampire Killer in hand. Simon's main recovery move, though its poor height and Simon's limited air mobility makes it difficult to use as a recovery. Functions better as an attack, as it starts up quickly, can punish aerial opponents, and combos reliably from down aerial. KOs rather late on the ground, though it can KO much earlier as an aerial combo finisher as early as 120%. However, it has significantly lower range compared to Simon's other attacks."
"2203","Simon","Down special","Holy Water","2.9% (flask), 1.3% (flames, hits 1-8)","Drops a flask of Holy Water diagonally downwards. Once it hits the ground or an opponent, the flask bursts and unleashes a pillar of red flames. Only one flask or pillar of flame can exist at one time. If the flask is caught, it will become an item that opponents can use against Simon. It can also be reflected, perfect shielded or hit back to affect the Simon who threw it. Has similar functionality as PK Fire, keeping opponents trapped within the projectile and in position for a followup, and lacks a final stronger hit. Rather infamous for being the setup to a forward smash at ledge."
